texto,categoria,urgencia,etiquetador,origen
"Las intensas lluvias en Poza Rica provocaron el desbordamiento del río Cazones, dejando calles, autos y viviendas completamente inundadas. La zona de Las Granjas es una de las más afectadas, donde familias enteras tuvieron que ser evacuadas de emergencia.",inundacion,alta,nahum,real
"Usuarios que transitan sobre Ejército Mexicano nos reportan un accidente vehicular bajando el Puente de la Boticaria, dirección norte–sur, entre un camión de pasaje y una camioneta Ford color gris. Se recomienda circular con precaución y, de ser posible, tomar rutas alternas.",otro,media,nahum,real
"El conductor de una camioneta Toyota, con logotipos de CABoca - Paloma y Rey- Supervisión y Seguridad, chocó esta noche contra un automóvil estacionado en la calle Juárez esquina Tláloc, de la colonia Netzahualcóyotl. El hombre viajaba con una joven, ambos presuntamente en  estado de ebriedad.",otro,media,nahum,real
"Se acaba de registrar un choque y volcadura en avenida Quevedo, frente al Tecnológico de Veracruz.",otro,media,nahum,real
"Explota pipa sobre la carretera federal México–Veracruz, a la altura del municipio de Hueyotlipan: Cierran carriles hacia Calpulalpan",incendio,media,nahum,real
"Se acaba de registrar el choque y volcadura de una camioneta tipo Van luego de ser embestida por un autobús de pasaje. El percance que hasta este momento se sabe ha dejado unos 4 heridos se suscitó en Ruiz Cortines casi con la intersección de Barco Viejo, frente al hotel Mocambo y la antigua agencia Seat, en BocaDelRio.",persona_en_riesgo,alta,nahum,real
"Un aparatoso accidente entre dos camiones del transporte público dejó 14 personas lesionadas, entre ellas un menor de edad, la tarde de este jueves en la colonia Ignacio Zaragoza. El percance ocurrió en el cruce de las avenidas Simón Bolívar y Flores Magón, donde colisionaron una unidad de la Ruta 6 y un camión de la línea Ulúa, lo que movilizó a cuerpos de emergencia y corporaciones de seguridad.",persona_en_riesgo,alta,nahum,real
"Hacemos un llamado respetuoso a Grupo MAS, al Ayuntamiento de Veracruz y a las autoridades de Salud** para que atiendan esta situación de manera inmediata, realicen el saneamiento correspondiente y eviten riesgos para la población.",otro,baja,nahum,real
Situación de emergencia en Boca del Río Un joven fue visto balanceándose al borde de un edificio de 10 pisos en la avenida Miguel Alemán. La zona fue cerrada y cuerpos de emergencia ya intervienen para evitar una tragedia.,persona_en_riesgo,alta,nahum,real
"Seguidores nos informan que el hombre que aparece en el video tiene rato caminando de manera inusual presuntamente por algún padecimiento mental. Automovilistas y peatones alertan que de manera repentina invade los carriles de circulación con riesgo de ser atropellado. Además que policías ya han acudido para auxiliarlo, pero este sale corriendo. Última ubicación por la zona de la avenida Salvador Díaz Mirón y Leopoldo Kiel de la colonia Del Maestro, referencia: entre Chedraui plaza Crystal y la clínica 71 del Imss de Díaz Mirón",otro,media,nahum,real
"Precaución en el puente de La Puentecilla Habitantes reportan esta tarde el deterioro del puente conocido como Puentecilla, que comunica la localidad de Dos Ríos con Santa Ana. Automovilistas, motociclistas y moto taxistas señalan que la estructura presenta daños, lo que representa un riesgo para quienes transitan por la zona. Ya que está desbordado el río",dano_estructural,media,nahum,real
"Habitantes del municipio de Alvarado solicitan ayuda del gobierno, pues señalan que desde el sábado no tienen energía eléctrica y en algunos casos servicio de agua potable. Mantienen bloqueada la circulación en el puente de Alvarado, cerca de la caseta.",otro,baja,nahum,real
"Un fuerte incendio en un terreno baldío ubicado en la esquina de las calles Cuatro y Ocho, del fraccionamiento Dorado Real se está registrando en este momento. Los ciudadanos mencionan ya realizaron las llamadas al 911 para solicitar la presencia de rescatistas. Temen alcance un trailer estacionado a un par de metros.",incendio,media,nahum,real
"SE REGISTRA CARAMBOLA EN EL LIBRAMIENTO SUR; REPORTAN PERSONAS ATRAPADAS Accidente la mañana de este jueves sobre el Libramiento Sur, altura del puente de la llantera Jaramillo (dirección hacia la 5 y 10) Participación preliminar de al menos 20 vehículos Lesionados y atrapados: 54 personas siendo valoradas por cuerpos de rescate Al menos 8 personas podrían permanecer atrapadas en los vehículos",persona_en_riesgo,alta,nahum,real
"Se registra fuerte incendio en casa habitación Vecinos reportan un incendio en un domicilio ubicado en Agustín Yáñez 3507, colonia Cultural. Elementos de emergencia ya se encuentran en el lugar. Se recomienda tomar precauciones si circula por la zona.",incendio,media,nahum,real
"CORRETIZA A PRESUNTO LADRÓN EN CIUDAD INDUSTRIAL; POLICÍA ESTATAL HABRÍA TERMINADO HERIDO Tremenda movilización causó un hombre en presunta situación de calle quién fue sorprendido por policías estatales dentro de la red de alcantarillado ubicado en la carretera federal Veracruz Xalapa, en Tejería.",otro,media,nahum,real
"Tras 11 días sin luz, vecinos de la colonia Centro, en la calle Sur 3, mantienen retenidos en estos momentos a trabajadores de la CFE para exigir que les restablezcan el servicio eléctrico",otro,media,nahum,real
"Hace unos momentos, a través de grupos de WhatsApp, se reporto de un joven motociclista presuntamente atropellado sobre la avenida Libertad, a la altura del antiguo rastro.",persona_en_riesgo,alta,nahum,real
Dos chicas.. fueron drogada dentro de la preparatoria francisco j mujica de huastaco ...,otro,media,nahum,real
Accidente subiendo el Zarco en la curva de las fresas con. Crema con cuidado ya empieza el tráfico.,otro,media,nahum,real
Por falta de energía eléctrica no están funcionando los semáforos a la altura de Plaza Las Américas y hay tremendo tráfico...¡está de locuraaa!. Tomen sus precauciones y vias alternas.,otro,media,nahum,real
"Mediante las redes sociales trasciende que esta noche fue ejecut4do un hombre en la colonia Aguilera de Cerro Azul, Veracruz.",persona_en_riesgo,alta,nahum,real
"La tarde de este lunes 8 de septiembre, elementos de la Policía Municipal y Estatal de Xalapa atendieron un reporte ciudadano sobre una mujer en situación de crisis emocional en el puente Xallitic. Tras dialogar con ella, los uniformados lograron tranquilizarla y evitar que pusiera en riesgo su seguridad. La intervención se realizó sin incidentes mayores.",persona_en_riesgo,alta,nahum,real
"Madrugada violenta en Acultzingo, Veracruz. Un ataque armado fue reportado sobre la carretera federal Orizaba–Tehuacán, a la altura del puente Acultzingo ll, donde un vehículo terminó rafagueado en plena vía de comunicación. Hasta el momento se desconoce la identidad de los ocupantes, así como si hubo personas fallecidas o lesionadas tras la agresión.",otro,alta,nahum,real
Logran salvar ojo a hombre herido en Soriana Floresta Una riña entre dos automovilistas terminó con un lesionado por arma blanca en Veracruz. Según testigos todo inició cuando el conductor de un automóvil le ganó el estacionamiento a otro que estaba buscando lugar,persona_en_riesgo,media,nahum,real
"llueve esta noche en la zona norte de la ciudad de Veracruz, manejen con precaución",otro,baja,nahum,real
"Vecinos reportan que sobre el bulevar Miguel Alemán, a la altura de El Morro en Boca del Río, varias zonas permanecen sin alumbrado público esta noche, generando poca visibilidad y riesgo para peatones y automovilistas.  Se solicita la pronta atención de las autoridades correspondientes para restablecer la iluminación y prevenir accidentes.",otro,media,nahum,real
VOLCADURA DE CAMIÓN URBANO DEJA VARIOS LESIONAD0S EN VERACRUZ; CONDUCTOR BAJO INVESTIGACIÓN,persona_en_riesgo,alta,nahum,real
"Se registra un accidente en el Metropolitano a la altura de la estación Carnaval y Moreyra. Se recomienda tomar precauciones si se dirige por el sector, ya que podría presentarse congestión en los alrededores mientras se atiende la emergencia.",otro,media,nahum,real
"Fuertes escenas se registraron durante una balacera en Orizaba Veracruz Al rededor de las 5 de la tarde de este lunes, se registró una intensa balacera a la altura de la Oriente 4 y Sur 15 en la ciudad de Orizaba. Ciudadanos que circulaban por la zona y comerciantes se resguardaron y bajaron cortinas de negocios, alumnos de escuelas cercanas también se alertaron y corrieron a resguardarse.",otro,alta,nahum,real
"Un automóvil en el que viajaba una familia con menores de edad terminó en posición vertical, muy cerca de un puente, luego de ser impactado por un tractocamión de doble remolque sobre la autopista 150D Veracruz–Puebla, en Ciudad Mendoza.",otro,media,nahum,real
"TomePrecauciones en Veracruz continua cierre intermitente de circulación por AccidenteVial cerca del Km. 126+300, de la carretera Paso del Toro-Acayucan, a la altura del Mpio. Santiago Tuxtla. Atienda indicación vial.",otro,baja,nahum,real
"Un accidente automovilístico entre un camión de transporte urbano y un tráiler dejó un saldo de al menos una persona fallecida y más de 30 heridas, además de que las víctimas del accidente han tenido que bloquear la carretera ante la falta de atención médica.",persona_en_riesgo,alta,nahum,real
volcadura e incendio de tractocamión tipo pipa en la autopista Perote - Xalapa a la altura de El Fresno (km 138-139aprox) dirección Xalapa Vialidad cerrada,incendio,media,nahum,real
"Accidente en Veracruz deja 20 heridos; autobús choca contra tráiler de ayuda humanitaria El accidente ocurrió frente a la Cruz Roja en el fraccionamiento Moderno, y varios pasajeros quedaron atrapados.",persona_en_riesgo,alta,nahum,real
"Accidente de autobús turístico deja 3 muertos y 26 heridos en Veracruz Los hechos ocurrieron la madrugada de hoy sobre la autopista La Tinaja - Cosoleacaque,  a la altura del entronque La Tinaja, en el municipio de Tlalixcoyan",persona_en_riesgo,alta,nahum,real
Accidente de autobús en Veracruz revive alertas por seguridad vial Accidente de autobús en Veracruz deja estudiantes heridos y reabre el debate sobre la regulación del transporte público en carreteras del estado.,persona_en_riesgo,alta,nahum,real
"A raíz de la fuerza del golpe, la cabina se prendió en llamas y testigos informaron que dos personas quedaron atrapadas en su interior, perdiendo la vida de manera casi inmediata, mientras que una mas quedó tirada en la carretera y una incrustada entre las barreras del camino",persona_en_riesgo,alta,nahum,real
"Alerta. Tragedia familiar en carretera de Veracruz; padre muere y sus dos hijas resultan heridas El conductor perdió la vida en el impacto contra un camión de carga, mientras su esposa y sus dos hijas fueron rescatadas con lesiones graves tras quedar prensadas.",persona_en_riesgo,alta,nahum,real
"Cierran autopista Puebla-Veracruz, en Cumbres de Maltrata, tras accidentes vialesLos percances ocurrieron a la altura del primero y segundo túnel en dirección a Veracruz.",otro,media,nahum,real
"Accidente de autobús en Veracruz deja 20 heridos; no se reportan fallecidos Los hechos ocurrieron sobre la carretera a Xico Viejo, cuando el transporte se salió de la carretera",persona_en_riesgo,alta,nahum,real
