texto,categoria,urgencia,etiquetador,origen
"Hay una grieta grande en el muro de una casa en La Pochota, se está abriendo más",dano_estructural,media,generador_sintetico,sintetico
Solo quiero avisar que por el puente sigue encharcado desde ayer,inundacion,baja,generador_sintetico,sintetico
El techo de la bodega frente a la gasolinera se dañó con la lluvia y gotea feo,dano_estructural,media,generador_sintetico,sintetico
"el poste de 5 de mayo esta un poco inclinado, queria reportarlo por si acaso",caida_poste_cable,baja,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle Insurgentes a un lado del OXXO,caida_poste_cable,media,generador_sintetico,sintetico
"Un deslave tapó el camino a El Tejar, no hay paso pero nadie quedó atrapado",deslave,media,generador_sintetico,sintetico
"Un carro se prendio en fuego en la calle 16 de Septiembre junto a la primaria, hay tanque de gas al lado",incendio,alta,generador_sintetico,sintetico
"Se esta quemando basura acumulada cerca del parque, sale bastante humo",incendio,media,generador_sintetico,sintetico
"Se ahoga alguien en el arroyo de San Rafael, vengan rápido",persona_en_riesgo,alta,generador_sintetico,sintetico
"Necesitamos despensas y cobijas en La Loma, quedamos varios sin nada",otro,media,generador_sintetico,sintetico
¿Van a abrir algún albergue por la zona de Madero?,otro,media,generador_sintetico,sintetico
"Una brda se está cayendo junto a la primaria justo donde pasan los niños de la escuela, manden a alguien porfa",dano_estructural,alta,generador_sintetico,sintetico
Hubo un conato de incendio frente al mercado pero los vecinos ya lo apagaron,incendio,baja,generador_sintetico,sintetico
"Hay una grieta grande en el muro de una casa en Cocolapan, se esta abriendo mas, urge apoyo",dano_estructural,media,generador_sintetico,sintetico
"El poste de 16 de Septiembre está un poco inclinado, quería reportarlo por si acaso",caida_poste_cable,baja,generador_sintetico,sintetico
"Solo quiero saber a qué hora reabren las oficinas de protección civil, ya nadie sabe qué hacer",otro,baja,generador_sintetico,sintetico
"Se inundó la calle Insurgentes en Buenavista, ya no pasan los carros",inundacion,media,generador_sintetico,sintetico
"hay una persona en silla de ruedas atrapada por el agua en el tejar, pero está a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"El techo de la bodega frente al mercado se dañó con la lluvia y gotea feo, urge apoyo",dano_estructural,media,generador_sintetico,sintetico
Se está inundando la calle Juárez frente a la gasolinera y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
se quema el pastizal atrás de la secundaria y el fuego va  hacia las casas,incendio,alta,generador_sintetico,sintetico
¿Van a abrir algún albergue por la zona de Allende?,otro,media,generador_sintetico,sintetico
"Se desprendio un pedazo de aplanaddo cerca del parque, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada or el agua en Miradores del Mar, pero está a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"Se aoga alguien en el arroyo de El Manantial, vengan rápido",persona_en_riesgo,alta,generador_sintetico,sintetico
Hubo un conato de incendio frente a la gasolinera pero los vecios ya lo apagaron,incendio,baja,generador_sintetico,sintetico
El agua ya se metió a la casa en Las Brisas y estamos con niños en el segundo piso,inundacion,alta,generador_sintetico,sintetico
"¿Dónde reporto un bache que salió en la calle Independencia?, les agradezco cualquier apoyo",otro,baja,generador_sintetico,sintetico
"Se ahoga alguien en el arroyo de Colinas de Santa Fe, vengan rápido",persona_en_riesgo,alta,generador_sintetico,sintetico
"se derrumbó el talud de la calle 5 de mayo, hay tierra en toda la vía, ya nadie sabe qué hacer",deslave,media,generador_sintetico,sintetico
"Cable de luz caido y energizado en la calle 5 de Mayo, alguien lo va a tocar, no se a quien mas avisar",caida_poste_cable,alta,generador_sintetico,sintetico
"Se desprendió un pedazo de aplanado junto a la primariia, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
"Se está deslavando el cerro arriba de las casas en El Palmar y la gent sigue adentro, manden a alguien porfa",deslave,alta,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en El Manantial, somos cuatro y no podemos bajar",persona_en_riesgo,alta,generador_sintetico,sintetico
"Un niño fue arrastrado por la corriente en la esquina de la farmacia, ayuda por favor",persona_en_riesgo,alta,generador_sintetico,sintetico
Hay un incendio en un negocio de El Tejar y hay gente en el edificio de arriba,incendio,alta,generador_sintetico,sintetico
¿a dónde puedo llevar a mi familia? se nos metió el agua en río medio,otro,media,generador_sintetico,sintetico
"Se esta incendiando una casa en EEl Tear, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
"Quería agradecer a los rescatistas que vinieron a Miradores del Mar, no sé a quién más avisar",otro,baja,generador_sintetico,sintetico
Se desbordó el canal de Cocolapan y la calle 5 de Mayo está bajo el agua,inundacion,media,generador_sintetico,sintetico
"Se colapsó el techo de una casa en Cocolapan y creemos que hay alguien debajo, manden a alguien porfa",dano_estructural,alta,generador_sintetico,sintetico
"Una señora se cay cerca de la iglesia y no se puede levantar, está herida",persona_en_riesgo,alta,generador_sintetico,sintetico
"Solo aviso que huele a quemado por Miradores del Mar, no veo llamas",incendio,baja,generador_sintetico,sintetico
"Se derrumbó el talud de la calle Allende, hay tierra en toda la vía",deslave,media,generador_sintetico,sintetico
"Una señora se cayo cerca del parque y no se puede levantar, esta herida",persona_en_riesgo,alta,generador_sintetico,sintetico
Se desbordo el canal de Miradores del Mar y la calle Xalapa esta bajo el agua,inundacion,media,generador_sintetico,sintetico
"Se cayo un poste de luz en La Palma, en un terreno baldio, no hay nadie cerca",caida_poste_cable,media,generador_sintetico,sintetico
Se está deslavando el cerro arriba de las casas en El Tejar y la gente sigue adentro,deslave,alta,generador_sintetico,sintetico
"El techo de la bodega frente a la gasolinera se dañó con la lluvia y gotea feo, urge apoyo",dano_estructural,media,generador_sintetico,sintetico
Se esta incendiando una casa en El Coyol y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
"Un poste quedó chueco después del norte en El Zapote, se ve que se va a caer",caida_poste_cable,media,generador_sintetico,sintetico
"¿van a abrir algún albergue por la zona de madero?, les agradezco cualquier apoyo",otro,media,generador_sintetico,sintetico
"¿Van a abrir algún albergue por la zona de Xalapa?, por favor manden ayuda",otro,media,generador_sintetico,sintetico
"Cable de luz caído y energizado en la calle Morelos, alguien lo va a tocar, es en serio",caida_poste_cable,alta,generador_sintetico,sintetico
"Se  ahoga alguien en el arroyo de La Pochota, vengan rápido",persona_en_riesgo,alta,generador_sintetico,sintetico
Se está incendiando una casa  en Lomas del Sol y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
"Se esta quemando basura acumulada por el puente, sale bastante humo",incendio,media,generador_sintetico,sintetico
Se desbordó el canal de El Coyol y la calle Insurgentes está bajo el agua,inundacion,media,generador_sintetico,sintetico
"Se cayó una barda por el aire en la cale Xalapa, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"Se desprendio un pedazo de aplanado cerca de la iglesia, cosa menor, es en serio",dano_estructural,baja,generador_sintetico,sintetico
"Cable de luz caido y energizado en la calle 5 de Mayo, alguien lo va a tocar",caida_poste_cable,alta,generador_sintetico,sintetico
El agua de la lluvia se acumuló tantito en la banqueta de Madero,inundacion,baja,generador_sintetico,sintetico
"Cable de luz caído y energizado en la calle Morelos, alguien lo va a tocar, urge apoyo",caida_poste_cable,alta,generador_sintetico,sintetico
"Se está incendiando una casa en Buenavista, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
En Río Medio el agua nos llega al peco y hay gente adulta mayor adentro,inundacion,alta,generador_sintetico,sintetico
"hubo un conato de incendio por el puente pero los vecinos ya lo apagaron, por favor manden ayuda",incendio,baja,generador_sintetico,sintetico
"Hubo un conato de incendio por el puente pero los vecinos ya lo apagaron, es en serio",incendio,baja,generador_sintetico,sintetico
"Mi vecino de La Palma no puede salir, está solo y es de la tercera edad, ojalá puedan venir pronto",persona_en_riesgo,alta,generador_sintetico,sintetico
¿Dónde reporto un bache que salió en la calle Xalapa?,otro,baja,generador_sintetico,sintetico
"en las flores el agua nos llega al pecho y hay gente adulta mayor adentro, por favor manden ayuda",inundacion,alta,generador_sintetico,sintetico
¿A donde puedo llevar a mi familia? Se nos metio el agua en La Loma,otro,media,generador_sintetico,sintetico
"hay un herido por el puente, se le cayó una barda encima",persona_en_riesgo,alta,generador_sintetico,sintetico
"Una familia quedo incomunicada en La Loma por el agua, estan bien pero no pueden salir",persona_en_riesgo,media,generador_sintetico,sintetico
Se cayó un poste con los cables encima de la banqueta en Xalapa y hay niños jugando cerca,caida_poste_cable,alta,generador_sintetico,sintetico
"Una familia quedo incomunicada en El Palmar por el agua, estan bien pero no pueden salir, ya nadie sabe que hacer",persona_en_riesgo,media,generador_sintetico,sintetico
"Cable de luz caido y energizado en la calle Morelos, alguien lo va a tocar",caida_poste_cable,alta,generador_sintetico,sintetico
Queria agradecer a los rescatistas que vinieron a Lomas del Sol,otro,baja,generador_sintetico,sintetico
"Hay un herido a un lado del OXXO, se le cayó una barda encima",persona_en_riesgo,alta,generador_sintetico,sintetico
Se desbordo el canal de Colinas de Santa Fe y la calle Insurgentes esta bajo el agua,inundacion,media,generador_sintetico,sintetico
"Se desprendió un pedazo de aplanado cerca de la iglesia, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
"Se está incendiando una casa en El Zapote, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
"Se ahoga alguien en el arroyo de La Pochota, vengan rápido",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se cayó un poste de luz en Cocolpan, en un terreno baldío, no hay nadie cerca",caida_poste_cable,media,generador_sintetico,sintetico
¿Dónde reporto un bache que salió en la calle Juárez?,otro,baja,generador_sintetico,sintetico
"Se desprendio un pedazo de aplanado cerca del parque, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
"se cayó una barda por el aire en la calle morelos, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"cayó material del cerro en villa rica, bloqueó media calle, manden a alguien porfa",deslave,media,generador_sintetico,sintetico
Quería agradecer a los rescatistas que vinieron a Lomas del Sol,otro,baja,generador_sintetico,sintetico
Solo quiero avisar que cerca del parque sigue encharcado desde ayer,inundacion,baja,generador_sintetico,sintetico
"Solo aviso que huele a quemado por Buenavista, no veo llamas, les agradezco cualquier apoyo",incendio,baja,generador_sintetico,sintetico
"Hay un encharcamiento enorme cerca de la iglesia, el agua entro a ls locales",inundacion,media,generador_sintetico,sintetico
Hay un incendio en un negocio de Lomas del Sol y hay gente en el edificio de arriba,incendio,alta,generador_sintetico,sintetico
"Hay un hrido cerca de la iglesia, se le cayo una barda encima",persona_en_riesgo,alta,generador_sintetico,sintetico
"cayó un derrumbe cerca de la iglesia y hay un carro con personas debajo, manden a alguien porfa",deslave,alta,generador_sintetico,sintetico
"Se desbordo el canal de Villa Rica y la call Allende esta bajo el aguua, es en serio",inundacion,media,generador_sintetico,sintetico
"Estamos en la azoteaa de una vivienda en El Manantial, somos cuatro y no podemos bajar, ojalá puedan venir pronto",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se está incendiando una casa en San Rafael y dicen que hay alguiien adentro, es en serio",persona_en_riesgo,alta,generador_sintetico,sintetico
"hay un incendio en un pastizal en las afueras de playa linda, lejos de las casas, no sé a quién más avisar",incendio,media,generador_sintetico,sintetico
"Se cayo una barda por el aire en la calle Morelos, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"Mi vecino de San Rafael no puede salir, está solo yes de la tercera edad",persona_en_riesgo,alta,generador_sintetico,sintetico
"Mi abuelita está atrapada en La Palma, necesita su oxígeno y se fue la luz, urge apoyyo",persona_en_riesgo,alta,generador_sintetico,sintetico
Se está deslavando el cerro arriba de las casas en Las Flores y la gente sigue adentro,deslave,alta,generador_sintetico,sintetico
"Se está incendiando una casa en Miradores del Mar, hay mucho humo y vecinos cerca, no sé a quién más avisar",incendio,alta,generador_sintetico,sintetico
"Se deslavo un poco de tierra por el puente, nada grave pero por si quieren revisar, les agradezco cualquier apoyo",deslave,baja,generador_sintetico,sintetico
"Una familia quedó incomunicada en Lomas del Sol por el agua, están bien pero no pueden salir, manden a alguien porfa",persona_en_riesgo,media,generador_sintetico,sintetico
"Mi vecino de Cocolapan no puede salir, esta solo y es de la tercera edad",persona_en_riesgo,alta,generador_sintetico,sintetico
el agua de la lluvia se acumuló tantito en la banqueta de insurgentes,inundacion,baja,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle 5 de Mayo atrás de la secundaria,caida_poste_cable,media,generador_sintetico,sintetico
"Se está deslavando el cerro arriba de las casas en Lomas del Sol y la gente sigue adentro, manden a alguien porfa",deslave,alta,generador_sintetico,sintetico
"¿A dónde puedo llevar a mi familia? Se nos metió el agua en Los Pinos, es en serio",otro,media,generador_sintetico,sintetico
Se colapsó el techo de una casa en Colinas deSanta Fe y creemos que hay alguien debajo,dano_estructural,alta,generador_sintetico,sintetico
"Fueo en un lote baldío en la calle Madero, no hay viviendas cerca",incendio,media,generador_sintetico,sintetico
Se quema el pastizal en la esquina de la farmacia y el fuego va hacia las casas,incendio,alta,generador_sintetico,sintetico
"Hay una grieta grande en el muro de una casa en El Tejar, se está abriendo más",dano_estructural,media,generador_sintetico,sintetico
"hay un incendio en un pastizal en las afueras de villa rica, lejos de las casas",incendio,media,generador_sintetico,sintetico
hay un incendio en un negocio de el coyol y hay gente en el edificio de arriba,incendio,alta,generador_sintetico,sintetico
"Quería agradecer a los rescatistas que vinieron a La Pochota, no sé a quién más avisar",otro,baja,generador_sintetico,sintetico
"se desprendió un pedazo de aplanado en la esquina de la  farmacia, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
"¿A dónde puedo llevar a mi familia? Se nos metió el agua en Cocolapan, ya nadie sabe qué hacer",otro,media,generador_sintetico,sintetico
Hay mucha basura acumulada atras de la secundarria por la lluvia de ayer,otro,baja,generador_sintetico,sintetico
"Hay una  grieta grande en el muro de una casa en Lomas del Sol, se está abriendo más",dano_estructural,media,generador_sintetico,sintetico
Hay mucha basura acumulada junto a la primaria por la lluvia de ayer,otro,baja,generador_sintetico,sintetico
"Hay cables colgando muy bajo en la calle Allende por el uente, les agradezco cualquier apoyo",caida_poste_cable,media,generador_sintetico,sintetico
Una barda se está cayendo por el puente justo donde pasan los niños de la escuela,dano_estructural,alta,generador_sintetico,sintetico
El agua ya se metió a la casa en Río Medio y estamos con niños en el segundo piso,inundacion,alta,generador_sintetico,sintetico
"Se ahoga alguien en el arroyo de El Palmar, vengan rápido",persona_en_riesgo,alta,generador_sintetico,sintetico
"Un deslave tapó el camino a El Tejar, no hay paso pero nadie quedó atrapado, no sé a quién más avisar",deslave,media,generador_sintetico,sintetico
"Se inundó la calle Hidalgo en Miradores del Mar, ya no pasan los carros, por favor manden ayuda",inundacion,media,generador_sintetico,sintetico
"Se cayó un poste de luz en El Palmar, en un terreno baldío, no hay nadie cerca",caida_poste_cable,media,generador_sintetico,sintetico
"se deslavo un poco de tierra atras de la secundaria, nada grave pero por si quieren revisar",deslave,baja,generador_sintetico,sintetico
"Se está inceendiando una casa en Río Medio y dicen que hay alguien adentro, manden a alguien porfa",persona_en_riesgo,alta,generador_sintetico,sintetico
"Necesitamos despensas y cobijas en Playa Linda, quedamos varios sin nada, no sé a quién más avisar",otro,media,generador_sintetico,sintetico
Se esta inundando la calle Independencia frente al mercado y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
Se está incendiando una casa en Las Flores y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
Ya bajó el agua en La Pochota pero quedó mucho lodo en la calle 5 de Mayo,inundacion,baja,generador_sintetico,sintetico
"un niño fue arrastrado por la corriente frente a la gasolinera, ayuda por favor",persona_en_riesgo,alta,generador_sintetico,sintetico
"un poste quedó chueco después del norte e la palma, se ve que se va a caer, ojalá puedan venir pronto",caida_poste_cable,media,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada por el agua en Las Flores, pero esta a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en La Loma, somos cuatro y no podemos bajar",persona_en_riesgo,alta,generador_sintetico,sintetico
"Una señora se cayó cerca del parque y no se puede levanntar, está herida, es en serio",persona_en_riesgo,alta,generador_sintetico,sintetico
El agua ya se metio a la casa en Rio Medio y estamos con niños en el segundo piso,inundacion,alta,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en La Pochota, somos cuatro y no podemos bajar, no se a quien mas avisar",persona_en_riesgo,alta,generador_sintetico,sintetico
Se está  incendiando una casa en Miradores del Mar y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
"quedaron unas piedras en el camino de cocolapan despues de la lluvia, es en serio",deslave,baja,generador_sintetico,sintetico
se quema el pstizal cerca de la iglesia y el fuego vva hacia las casas,incendio,alta,generador_sintetico,sintetico
"Se fue la luz en toda la colonia El Manantial desde hace horas, por favor manden ayuda",otro,media,generador_sintetico,sintetico
"Solo aviso qu huele a quemado por El Tejar, noo veo llamas",incendio,baja,generador_sintetico,sintetico
Solo quiero saber a que hora reabren las oficinas de proteccion civil,otro,baja,generador_sintetico,sintetico
"Está bajando lodo y piedras hacia las viviendas de El Zapote, hay familias ahí, ya nadie sabe qué hacer",deslave,alta,generador_sintetico,sintetico
¿Dónde reporto un bache que salió en la calle Zaragoza?,otro,baja,generador_sintetico,sintetico
Quedaron unas piedras en el camino de La Loma después de la lluvia,deslave,baja,generador_sintetico,sintetico
"Hay un encharcamiento enorme atrás de la secundaria, el agua entró a los locales",inundacion,media,generador_sintetico,sintetico
¿Van a abrir algún albergue por la zona de Xalapa?,otro,media,generador_sintetico,sintetico
Se colapsó el techo de una casa en San Rafael y creemos que hay alguien debajo,dano_estructural,alta,generador_sintetico,sintetico
"hay un incendio en un pastizal en las afueras de cocolpan, lejos de las casas",incendio,media,generador_sintetico,sintetico
Se está deslavando el cerro arriba de las casas en El Palmar y la gente sigue adentro,deslave,alta,generador_sintetico,sintetico
"mi vecino de el coyol no puede salir, esta solo y es de la tercera edad, les agradezco cualquier apoyo",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se colapso el techo de una casa en La Palma y creemos que hay alguien debajo, ojala puedan venir pronto",dano_estructural,alta,generador_sintetico,sintetico
"Hay una persona atrapada en el techo de una casa en El Zapote, el agua sigue subiendo",persona_en_riesgo,alta,generador_sintetico,sintetico
"Cable de luz caído y energizado en la calle 16 de Septiembre, alguien lo va a tocar",caida_poste_cable,alta,generador_sintetico,sintetico
"Se está incendiando una casa en El Coyol, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
"Un niño fue arrastrado por la corriente cerca del parque, ayuda por favor, ojala puedan venir pronto",persona_en_riesgo,alta,generador_sintetico,sintetico
Hay mucha basura acumulada por el puente por la lluvia de aayer,otro,baja,generador_sintetico,sintetico
"Se quema el pastizal frente al mercado y el fuego va hacia las casas, es en serio",incendio,alta,generador_sintetico,sintetico
"hay una grieta grande en el muro de una casa en los pinos, se está abriendo más, manden a alguien porfa",dano_estructural,media,generador_sintetico,sintetico
"Se derrumbó el talud de la calle Xalapa, hay tierra en toda la vía",deslave,media,generador_sintetico,sintetico
"Se cayó una barda por el aire en la calle Juárez, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"Hay un incendio en un pastizal en las afueras de El Manantial, lejos de las casas",incendio,media,generador_sintetico,sintetico
"Se está incendiando una casa en Lomas del Sol, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
"Un carro se prendió en fuego en la calle Xalapa en la esquina de la farmacia, hay tanque de gas al lado",incendio,alta,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en Villa Rica, somos cuatro y no podemos bajar, ojalá puedan venir pronto",persona_en_riesgo,alta,generador_sintetico,sintetico
"Un poste quedó chueco después del norte en Río Medio, se ve que se va a caer, es en serio",caida_poste_cable,media,generador_sintetico,sintetico
"Se cayo una barda por el aire en la cale Morelos, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
hubo un conato de incendio a un lado dell oxxo pero los vecinos ya lo apagaron,incendio,baja,generador_sintetico,sintetico
"Se está deslavando el cerro arriba de las casas en Buenavisa y la gente sigue adentro, ojalá puedan venir pronto",deslave,alta,generador_sintetico,sintetico
En La Pochota el agua nos llega al pecho y hay gente adulta mayor adentro,inundacion,alta,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada por el agua en Lomas del Sol, pero estáá a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"Un niño fue arrastrado por la corriente a un lado del OXXO, ayuda por favor",persona_en_riesgo,alta,generador_sintetico,sintetico
¿Van a  abrir algun albergue por la zona de Reforma?,otro,media,generador_sintetico,sintetico
"Hay un herido junto a la primaria, se le cayo una barda encima, por favor manden ayuda",persona_en_riesgo,alta,generador_sintetico,sintetico
"Hay un cable haciendo chispas frente a la gasolinera, la gente pasa junto, es en serio",caida_poste_cable,alta,generador_sintetico,sintetico
"Hay un encharcamiento enorme frente a la gasolinera, el agua entró a los locales",inundacion,media,generador_sintetico,sintetico
"Un carro se prendio en fuego en la ccalle Morelos cerca de la iglesia, hay tanque de gas al lado",incendio,alta,generador_sintetico,sintetico
"La corriente en la ccalle Madero esta muy fuerte y arrastra cosas, hay personas cruzando",inundacion,alta,generador_sintetico,sintetico
"Se está quemando basura acumulada atrás de la secundaria, sale bastante humo",incendio,media,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en La Palma, somos cuatro y no podemmos bajar, no sé a quién más avisar",persona_en_riesgo,alta,generador_sintetico,sintetico
"solo aviso que huele a quemado por las flores, no veo llamas",incendio,baja,generador_sintetico,sintetico
Un transformador explotó en Las Brisas y los cables quedaron en la calle donde pasan carros,caida_poste_cable,alta,generador_sintetico,sintetico
Quería agradecer a los rescatistas que vinieron a Las Brisas,otro,baja,generador_sintetico,sintetico
"Mi vecino de La Palma no puede salir, está solo y es de la tercera edad",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se está incendiandoo una casa en Lomas del Sol, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
ya bajó el agua en las brisas pero quedó mucho lodo en la calle madero,inundacion,baja,generador_sintetico,sintetico
"Hay cables colgando muy bajo en la calle Hidalgo por el uente, no sé a quién más avisar",caida_poste_cable,media,generador_sintetico,sintetico
"se cayó un poste e luz en los pinos, en un terreno baldío, no hay nadie cerca",caida_poste_cable,media,generador_sintetico,sintetico
"Hay una grieta grande en el muro de una casa en El Coyol, se esta abriendo mas",dano_estructural,media,generador_sintetico,sintetico
Hay un incendio en un negocio de Las Brisas y hay gente en el edificio de arriba,incendio,alta,generador_sintetico,sintetico
"Hay una grieta grande en el muro de una casa en Buenavista, se está abriendo más",dano_estructural,media,generador_sintetico,sintetico
"Solo aviso que huele a quemado por Colinas de Santa Fe, no veo llamas, manden a alguien porfa",incendio,baja,generador_sintetico,sintetico
"El agua ya se metió a la casa en Las Brisas y estamos con niños en el segundo piso, por favor manden ayuda",inundacion,alta,generador_sintetico,sintetico
"Ya bajó el agua en Miradores del Mar pero quedó mucho lodo en la calle Independencia, mandenn a alguien porfa",inundacion,baja,generador_sintetico,sintetico
Cayo un derrumbe en la esquina de la farmacia y hay un carro con personas debajo,deslave,alta,generador_sintetico,sintetico
"Una barda se está cayendo cerca del parque justo donde pasan los niños de la escuela, por favor manden ayuda",dano_estructural,alta,generador_sintetico,sintetico
"Un niño fue arrastrado por la corriente atrás de la secundaria, ayuda por favor, no sé a quién más avisar",persona_en_riesgo,alta,generador_sintetico,sintetico
"Hubo un conato de incendio atras de la secundaria pero los vecinos ya lo apagaron, es en serio",incendio,baja,generador_sintetico,sintetico
Se fue la luz en toda la colonia Las Brisas desde hace horas,otro,media,generador_sintetico,sintetico
"hay un herido cerca del parque, se le cayo una barda encima",persona_en_riesgo,alta,generador_sintetico,sintetico
"El agua de la lluvia se acumulo tantito en la banqueta de Insurgentes, les agradezco cualquier apoo",inundacion,baja,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada por el agua en Buenavista, pero está a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"Una familia quedo incomunicada en Buenavista por el agua, estan bien pero no pueden salir, manden a alguien porfa",persona_en_riesgo,media,generador_sintetico,sintetico
"Solo aviso que huele a quemado por Colinas de Santa Fe, no veo llamas",incendio,baja,generador_sintetico,sintetico
"Se inundó la calle Juárez en El Coyol, ya no pasan los carros",inundacion,media,generador_sintetico,sintetico
"estamos en la azotea de una vivienda en san rafael, somos cuatro y no podemos bajar, ees en serio",persona_en_riesgo,alta,generador_sintetico,sintetico
Una barda se esta cayendo cerca de la iglesia justo donde pasan los niños de la escuela,dano_estructural,alta,generador_sintetico,sintetico
"hay una grieta grande en el muro de una casa en colinas de santa fe, se esta abriendo mas",dano_estructural,media,generador_sintetico,sintetico
El muro de una vivienda en Playa Linda se boto y hay personas adentro,dano_estructural,alta,generador_sintetico,sintetico
"Una familia quedó incomunicada en La Pochota por el agua, están bien pero no pueden salir",persona_en_riesgo,media,generador_sintetico,sintetico
"Una familia quedó incomunicada en Lomas del Sol por el agua, están bien pero no pueden salir, ojalá puedan venir pronto",persona_en_riesgo,media,generador_sintetico,sintetico
en colinas de santa fe el agua nos llega al pecho y hay gente adulta mayor adentro,inundacion,alta,generador_sintetico,sintetico
"¿Dónde reporto un bache que salió en la calle Hidalgo?, urge apoyo",otro,baja,generador_sintetico,sintetico
"Hay gente atrapada dentro de un carro en la calle 16 de Septiembre, el agua los tapó",persona_en_riesgo,alta,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en La Pochota, somos cuatro y no podemos bajar",persona_en_riesgo,alta,generador_sintetico,sintetico
"Hay una persona atrapada en el techo de una casa en La Pochota, el agua sigue subiendo, ya nadie sabe qué hacer",persona_en_riesgo,alta,generador_sintetico,sintetico
"Una familia quedó incomunicada en Lomas del Sol por el agua, están bien pero no puedn salir",persona_en_riesgo,media,generador_sintetico,sintetico
"hay un herido atrás de la secundaria, se le cayó una barda encima",persona_en_riesgo,alta,generador_sintetico,sintetico
¿A dónde puedo llevar a mi familia? Se nos metió el agua en La Pochota,otro,media,generador_sintetico,sintetico
El muro de una vivienda en Cocolapan se botó y hay personas adentro,dano_estructural,alta,generador_sintetico,sintetico
"Se derrumbó el talud de la calle Zaragoza, hay tierra en toda la vía, manden a alguien porfa",deslave,media,generador_sintetico,sintetico
"Hay una grieta grande en el muro de una casa en El Manantial, se esta abriendo mas, ojala puedan venir pronto",dano_estructural,media,generador_sintetico,sintetico
En La Palma el agua nos llega al pecho y hay gente adulta mayor adentro,inundacion,alta,generador_sintetico,sintetico
"solo aviso que huele a quemado por san rafael, no veo llamas, les agradezco cualquier apoyo",incendio,baja,generador_sintetico,sintetico
"Hay ente atrapada dentro de un carro en la calle Hidalgo, el agua los tapó",persona_en_riesgo,alta,generador_sintetico,sintetico
se quema el pastizal frente al mercado y el fuego va hacia las casas,incendio,alta,generador_sintetico,sintetico
"una familia quedó incomunicada en colinas de santa fe por el agua, están bien pero no pueden salir",persona_en_riesgo,media,generador_sintetico,sintetico
"Hay un encharcamiento enorme atrás de la secundaria, el agua entró a los locales, ya nadie sabe qué hacer",inundacion,media,generador_sintetico,sintetico
"Hay una persona atrapada en el techo  de una casa en Lomas del Sol, el agua sigue subiendo",persona_en_riesgo,alta,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada por el agua en El Tejar, pero esta a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"Hay gente atrapada dentro de un carro en la calle Zaragoza, el agua los tapo",persona_en_riesgo,alta,generador_sintetico,sintetico
"¿Van a abrir algún albergue por la ona de Hidalgo?, urge apoyo",otro,media,generador_sintetico,sintetico
Se fue la luz en toda la colonia El Coyol desde hace horas,otro,media,generador_sintetico,sintetico
